Student ID,Student Name,Feedback,Score,Sentiment
234,Student_234,The teaching was poor and bad,-2,Negative
235,Student_235,The class was normal,0,Neutral
236,Student_236,I had a terrible experience,-1,Negative
242,Student_242,It was fine overall,0,Neutral
244,Student_244,Bad explanation and poor support,-1,Negative
246,Student_246,The course was okay,0,Neutral
248,Student_248,The teaching was poor and bad,-2,Negative
249,Student_249,It was an average experience,0,Neutral
251,Student_251,I hate the scheduling system,-1,Negative
253,Student_253,Bad explanation and poor support,-1,Negative
254,Student_254,I had a terrible experience,-1,Negative
256,Student_256,The teaching was poor and bad,-2,Negative
258,Student_258,I hate the scheduling system,-1,Negative
259,Student_259,The course was okay,0,Neutral
260,Student_260,Nothing special about the sessions,0,Neutral
261,Student_261,The course was okay,0,Neutral
262,Student_262,Bad explanation and poor support,-1,Negative
263,Student_263,I hate the scheduling system,-1,Negative
265,Student_265,The course was okay,0,Neutral
267,Student_267,It was fine overall,0,Neutral
268,Student_268,Bad explanation and poor support,-1,Negative
269,Student_269,The course content was awful,-1,Negative
271,Student_271,The teaching was poor and bad,-2,Negative
273,Student_273,The course was okay,0,Neutral
274,Student_274,Bad explanation and poor support,-1,Negative
275,Student_275,It was an average experience,0,Neutral
276,Student_276,The teaching was poor and bad,-2,Negative
277,Student_277,The class was normal,0,Neutral
278,Student_278,The course content was awful,-1,Negative
281,Student_281,Nothing special about the sessions,0,Neutral
282,Student_282,It was an average experience,0,Neutral
283,Student_283,Bad explanation and poor support,-1,Negative
284,Student_284,It was fine overall,0,Neutral
287,Student_287,The course was okay,0,Neutral
288,Student_288,The teaching was poor and bad,-2,Negative
289,Student_289,Bad explanation and poor support,-1,Negative
290,Student_290,I had a terrible experience,-1,Negative
291,Student_291,It was fine overall,0,Neutral
292,Student_292,Bad explanation and poor support,-1,Negative
293,Student_293,It was fine overall,0,Neutral
294,Student_294,The course was okay,0,Neutral
295,Student_295,It was an average experience,0,Neutral
297,Student_297,The class was normal,0,Neutral
298,Student_298,The class was normal,0,Neutral
299,Student_299,I hate the scheduling system,-1,Negative
300,Student_300,The course was okay,0,Neutral
302,Student_302,The course was okay,0,Neutral
303,Student_303,The course was okay,0,Neutral
304,Student_304,Bad explanation and poor support,-1,Negative
305,Student_305,The class was normal,0,Neutral
306,Student_306,Bad explanation and poor support,-1,Negative
307,Student_307,The teaching was poor and bad,-2,Negative
308,Student_308,The course was okay,0,Neutral
309,Student_309,I hate the scheduling system,-1,Negative
310,Student_310,It was fine overall,0,Neutral
311,Student_311,I had a terrible experience,-1,Negative
312,Student_312,I had a terrible experience,-1,Negative
314,Student_314,I hate the scheduling system,-1,Negative
316,Student_316,It was an average experience,0,Neutral
317,Student_317,The teaching was poor and bad,-2,Negative
318,Student_318,The course content was awful,-1,Negative
319,Student_319,Nothing special about the sessions,0,Neutral
322,Student_322,The teaching was poor and bad,-2,Negative
323,Student_323,I had a terrible experience,-1,Negative
324,Student_324,The course content was awful,-1,Negative
325,Student_325,Bad explanation and poor support,-1,Negative
326,Student_326,Bad explanation and poor support,-1,Negative
327,Student_327,Nothing special about the sessions,0,Neutral
330,Student_330,The class was normal,0,Neutral
331,Student_331,The course was okay,0,Neutral
333,Student_333,Bad explanation and poor support,-1,Negative
334,Student_334,Bad explanation and poor support,-1,Negative
335,Student_335,The teaching was poor and bad,-2,Negative
336,Student_336,It was fine overall,0,Neutral
337,Student_337,The course content was awful,-1,Negative
338,Student_338,Bad explanation and poor support,-1,Negative
339,Student_339,The teaching was poor and bad,-2,Negative
340,Student_340,Bad explanation and poor support,-1,Negative
341,Student_341,The course content was awful,-1,Negative
343,Student_343,Bad explanation and poor support,-1,Negative
344,Student_344,I hate the scheduling system,-1,Negative
346,Student_346,The class was normal,0,Neutral
347,Student_347,I hate the scheduling system,-1,Negative
348,Student_348,The course was okay,0,Neutral
349,Student_349,I had a terrible experience,-1,Negative
350,Student_350,The course was okay,0,Neutral
351,Student_351,The course content was awful,-1,Negative
353,Student_353,The teaching was poor and bad,-2,Negative
354,Student_354,It was fine overall,0,Neutral
355,Student_355,The class was normal,0,Neutral
356,Student_356,The class was normal,0,Neutral
357,Student_357,Bad explanation and poor support,-1,Negative
358,Student_358,Nothing special about the sessions,0,Neutral
359,Student_359,Bad explanation and poor support,-1,Negative
361,Student_361,Bad explanation and poor support,-1,Negative
362,Student_362,The course was okay,0,Neutral
363,Student_363,Nothing special about the sessions,0,Neutral
364,Student_364,Nothing special about the sessions,0,Neutral
366,Student_366,The teaching was poor and bad,-2,Negative
367,Student_367,Bad explanation and poor support,-1,Negative
368,Student_368,Nothing special about the sessions,0,Neutral
370,Student_370,The teaching was poor and bad,-2,Negative
371,Student_371,Bad explanation and poor support,-1,Negative
374,Student_374,Bad explanation and poor support,-1,Negative
375,Student_375,It was an average experience,0,Neutral
376,Student_376,It was an average experience,0,Neutral
377,Student_377,The teaching was poor and bad,-2,Negative
378,Student_378,The course content was awful,-1,Negative
379,Student_379,The course was okay,0,Neutral
381,Student_381,The course was okay,0,Neutral
382,Student_382,The course was okay,0,Neutral
388,Student_388,It was fine overall,0,Neutral
389,Student_389,Nothing special about the sessions,0,Neutral
390,Student_390,The class was normal,0,Neutral
391,Student_391,I had a terrible experience,-1,Negative
393,Student_393,The course was okay,0,Neutral
395,Student_395,The teaching was poor and bad,-2,Negative
396,Student_396,The teaching was poor and bad,-2,Negative
399,Student_399,The class was normal,0,Neutral
400,Student_400,Bad explanation and poor support,-1,Negative
401,Student_401,The course was okay,0,Neutral
402,Student_402,The course content was awful,-1,Negative
405,Student_405,The course was okay,0,Neutral
406,Student_406,I had a terrible experience,-1,Negative
408,Student_408,The teaching was poor and bad,-2,Negative
409,Student_409,The class was normal,0,Neutral
412,Student_412,It was an average experience,0,Neutral
413,Student_413,The course was okay,0,Neutral
414,Student_414,The course content was awful,-1,Negative
416,Student_416,It was fine overall,0,Neutral
417,Student_417,Nothing special about the sessions,0,Neutral
418,Student_418,The teaching was poor and bad,-2,Negative
419,Student_419,The course was okay,0,Neutral
421,Student_421,The course content was awful,-1,Negative
425,Student_425,Nothing special about the sessions,0,Neutral
426,Student_426,I hate the scheduling system,-1,Negative
427,Student_427,The course was okay,0,Neutral
428,Student_428,I hate the scheduling system,-1,Negative
429,Student_429,The course content was awful,-1,Negative
430,Student_430,It was an average experience,0,Neutral
431,Student_431,The teaching was poor and bad,-2,Negative
433,Student_433,The course was okay,0,Neutral
434,Student_434,It was an average experience,0,Neutral
437,Student_437,Nothing special about the sessions,0,Neutral
438,Student_438,It was fine overall,0,Neutral
440,Student_440,The course content was awful,-1,Negative
441,Student_441,I hate the scheduling system,-1,Negative
445,Student_445,It was an average experience,0,Neutral
446,Student_446,I hate the scheduling system,-1,Negative
447,Student_447,Bad explanation and poor support,-1,Negative
448,Student_448,The class was normal,0,Neutral
449,Student_449,The teaching was poor and bad,-2,Negative
450,Student_450,The teaching was poor and bad,-2,Negative
451,Student_451,The course was okay,0,Neutral
454,Student_454,The teaching was poor and bad,-2,Negative
455,Student_455,It was an average experience,0,Neutral
456,Student_456,It was an average experience,0,Neutral
458,Student_458,Bad explanation and poor support,-1,Negative
460,Student_460,The class was normal,0,Neutral
463,Student_463,It was fine overall,0,Neutral
464,Student_464,The teaching was poor and bad,-2,Negative
467,Student_467,The course was okay,0,Neutral
468,Student_468,The class was normal,0,Neutral
469,Student_469,I had a terrible experience,-1,Negative
470,Student_470,The teaching was poor and bad,-2,Negative
472,Student_472,Nothing special about the sessions,0,Neutral
473,Student_473,The course content was awful,-1,Negative
474,Student_474,I had a terrible experience,-1,Negative
477,Student_477,Bad explanation and poor support,-1,Negative
478,Student_478,The course was okay,0,Neutral
479,Student_479,The teaching was poor and bad,-2,Negative
482,Student_482,The teaching was poor and bad,-2,Negative
483,Student_483,The course content was awful,-1,Negative
484,Student_484,I had a terrible experience,-1,Negative
485,Student_485,It was fine overall,0,Neutral
486,Student_486,The course was okay,0,Neutral
487,Student_487,The teaching was poor and bad,-2,Negative
490,Student_490,Bad explanation and poor support,-1,Negative
491,Student_491,The teaching was poor and bad,-2,Negative
493,Student_493,Nothing special about the sessions,0,Neutral
495,Student_495,Bad explanation and poor support,-1,Negative
498,Student_498,The teaching was poor and bad,-2,Negative
499,Student_499,It was an average experience,0,Neutral
501,Student_501,It was an average experience,0,Neutral
502,Student_502,Nothing special about the sessions,0,Neutral
504,Student_504,The teaching was poor and bad,-2,Negative
509,Student_509,Nothing special about the sessions,0,Neutral
510,Student_510,It was an average experience,0,Neutral
511,Student_511,I had a terrible experience,-1,Negative
512,Student_512,It was an average experience,0,Neutral
513,Student_513,The class was normal,0,Neutral
514,Student_514,The course was okay,0,Neutral
515,Student_515,The class was normal,0,Neutral
516,Student_516,The teaching was poor and bad,-2,Negative
517,Student_517,The class was normal,0,Neutral
520,Student_520,Bad explanation and poor support,-1,Negative
521,Student_521,The course content was awful,-1,Negative
524,Student_524,It was fine overall,0,Neutral
525,Student_525,I hate the scheduling system,-1,Negative
527,Student_527,The course content was awful,-1,Negative
528,Student_528,I had a terrible experience,-1,Negative
530,Student_530,The teaching was poor and bad,-2,Negative
531,Student_531,The class was normal,0,Neutral
532,Student_532,I had a terrible experience,-1,Negative
534,Student_534,I hate the scheduling system,-1,Negative
535,Student_535,It was an average experience,0,Neutral
536,Student_536,The teaching was poor and bad,-2,Negative
537,Student_537,It was an average experience,0,Neutral
538,Student_538,The class was normal,0,Neutral
539,Student_539,I had a terrible experience,-1,Negative
540,Student_540,The course content was awful,-1,Negative
541,Student_541,The class was normal,0,Neutral
542,Student_542,Nothing special about the sessions,0,Neutral
543,Student_543,The course content was awful,-1,Negative
545,Student_545,I hate the scheduling system,-1,Negative
546,Student_546,I hate the scheduling system,-1,Negative
548,Student_548,It was an average experience,0,Neutral
549,Student_549,The course content was awful,-1,Negative
550,Student_550,The course content was awful,-1,Negative
551,Student_551,The course content was awful,-1,Negative
552,Student_552,The course content was awful,-1,Negative
554,Student_554,Nothing special about the sessions,0,Neutral
555,Student_555,Nothing special about the sessions,0,Neutral
557,Student_557,It was an average experience,0,Neutral
558,Student_558,Nothing special about the sessions,0,Neutral
559,Student_559,I had a terrible experience,-1,Negative
560,Student_560,The course was okay,0,Neutral
561,Student_561,I hate the scheduling system,-1,Negative
562,Student_562,Nothing special about the sessions,0,Neutral
563,Student_563,It was fine overall,0,Neutral
564,Student_564,Nothing special about the sessions,0,Neutral
566,Student_566,I had a terrible experience,-1,Negative
567,Student_567,It was an average experience,0,Neutral
569,Student_569,The course content was awful,-1,Negative
572,Student_572,The course was okay,0,Neutral
573,Student_573,I had a terrible experience,-1,Negative
574,Student_574,Nothing special about the sessions,0,Neutral
576,Student_576,It was an average experience,0,Neutral
577,Student_577,Bad explanation and poor support,-1,Negative
578,Student_578,The course was okay,0,Neutral
579,Student_579,It was fine overall,0,Neutral
580,Student_580,Bad explanation and poor support,-1,Negative
581,Student_581,It was an average experience,0,Neutral
583,Student_583,It was an average experience,0,Neutral
584,Student_584,I hate the scheduling system,-1,Negative
585,Student_585,The teaching was poor and bad,-2,Negative
587,Student_587,It was an average experience,0,Neutral
588,Student_588,The class was normal,0,Neutral
589,Student_589,Nothing special about the sessions,0,Neutral
590,Student_590,The class was normal,0,Neutral
591,Student_591,Bad explanation and poor support,-1,Negative
592,Student_592,It was fine overall,0,Neutral
593,Student_593,The course content was awful,-1,Negative
594,Student_594,The class was normal,0,Neutral
595,Student_595,It was an average experience,0,Neutral
598,Student_598,I hate the scheduling system,-1,Negative
599,Student_599,Nothing special about the sessions,0,Neutral
606,Student_606,It was an average experience,0,Neutral
607,Student_607,Bad explanation and poor support,-1,Negative
608,Student_608,I had a terrible experience,-1,Negative
609,Student_609,The teaching was poor and bad,-2,Negative
610,Student_610,The course content was awful,-1,Negative
612,Student_612,Nothing special about the sessions,0,Neutral
615,Student_615,Nothing special about the sessions,0,Neutral
616,Student_616,I had a terrible experience,-1,Negative
617,Student_617,The teaching was poor and bad,-2,Negative
619,Student_619,The course content was awful,-1,Negative
622,Student_622,It was fine overall,0,Neutral
624,Student_624,The course was okay,0,Neutral
625,Student_625,It was fine overall,0,Neutral
626,Student_626,The class was normal,0,Neutral
629,Student_629,Nothing special about the sessions,0,Neutral
630,Student_630,The course was okay,0,Neutral
631,Student_631,I had a terrible experience,-1,Negative
632,Student_632,The class was normal,0,Neutral
633,Student_633,It was an average experience,0,Neutral
637,Student_637,The course content was awful,-1,Negative
638,Student_638,The teaching was poor and bad,-2,Negative
639,Student_639,I had a terrible experience,-1,Negative
641,Student_641,The teaching was poor and bad,-2,Negative
642,Student_642,The course content was awful,-1,Negative
643,Student_643,It was an average experience,0,Neutral
645,Student_645,The teaching was poor and bad,-2,Negative
647,Student_647,It was fine overall,0,Neutral
648,Student_648,Bad explanation and poor support,-1,Negative
650,Student_650,The course was okay,0,Neutral
653,Student_653,I hate the scheduling system,-1,Negative
654,Student_654,It was an average experience,0,Neutral
655,Student_655,Nothing special about the sessions,0,Neutral
656,Student_656,I hate the scheduling system,-1,Negative
662,Student_662,I hate the scheduling system,-1,Negative
663,Student_663,Nothing special about the sessions,0,Neutral
664,Student_664,Nothing special about the sessions,0,Neutral
666,Student_666,Bad explanation and poor support,-1,Negative
667,Student_667,The course was okay,0,Neutral
669,Student_669,The course was okay,0,Neutral
671,Student_671,Nothing special about the sessions,0,Neutral
673,Student_673,Bad explanation and poor support,-1,Negative
674,Student_674,Bad explanation and poor support,-1,Negative
675,Student_675,Nothing special about the sessions,0,Neutral
676,Student_676,The course was okay,0,Neutral
679,Student_679,Bad explanation and poor support,-1,Negative
681,Student_681,I hate the scheduling system,-1,Negative
682,Student_682,The course was okay,0,Neutral
684,Student_684,The course content was awful,-1,Negative
688,Student_688,It was an average experience,0,Neutral
689,Student_689,The class was normal,0,Neutral
690,Student_690,I hate the scheduling system,-1,Negative
691,Student_691,It was fine overall,0,Neutral
693,Student_693,I had a terrible experience,-1,Negative
694,Student_694,Nothing special about the sessions,0,Neutral
696,Student_696,The teaching was poor and bad,-2,Negative
697,Student_697,It was an average experience,0,Neutral
698,Student_698,The course content was awful,-1,Negative
699,Student_699,Bad explanation and poor support,-1,Negative
700,Student_700,The course was okay,0,Neutral
701,Student_701,The course content was awful,-1,Negative
703,Student_703,Bad explanation and poor support,-1,Negative
704,Student_704,The class was normal,0,Neutral
706,Student_706,The course content was awful,-1,Negative
707,Student_707,The teaching was poor and bad,-2,Negative
708,Student_708,Bad explanation and poor support,-1,Negative
709,Student_709,The course content was awful,-1,Negative
710,Student_710,I hate the scheduling system,-1,Negative
711,Student_711,I had a terrible experience,-1,Negative
712,Student_712,I hate the scheduling system,-1,Negative
713,Student_713,Bad explanation and poor support,-1,Negative
714,Student_714,The class was normal,0,Neutral
716,Student_716,It was fine overall,0,Neutral
719,Student_719,The teaching was poor and bad,-2,Negative
720,Student_720,It was an average experience,0,Neutral
721,Student_721,It was fine overall,0,Neutral
723,Student_723,It was an average experience,0,Neutral
727,Student_727,The class was normal,0,Neutral
729,Student_729,Bad explanation and poor support,-1,Negative
730,Student_730,The teaching was poor and bad,-2,Negative
731,Student_731,The course was okay,0,Neutral
732,Student_732,Nothing special about the sessions,0,Neutral
733,Student_733,It was an average experience,0,Neutral
734,Student_734,It was fine overall,0,Neutral
735,Student_735,The class was normal,0,Neutral
736,Student_736,It was fine overall,0,Neutral
737,Student_737,The course content was awful,-1,Negative
739,Student_739,The course content was awful,-1,Negative
741,Student_741,It was fine overall,0,Neutral
743,Student_743,It was an average experience,0,Neutral
744,Student_744,The class was normal,0,Neutral
745,Student_745,It was fine overall,0,Neutral
748,Student_748,Nothing special about the sessions,0,Neutral
751,Student_751,I hate the scheduling system,-1,Negative
752,Student_752,It was fine overall,0,Neutral
754,Student_754,Nothing special about the sessions,0,Neutral
755,Student_755,The course content was awful,-1,Negative
756,Student_756,I had a terrible experience,-1,Negative
757,Student_757,The course was okay,0,Neutral
760,Student_760,It was an average experience,0,Neutral
761,Student_761,Nothing special about the sessions,0,Neutral
764,Student_764,I hate the scheduling system,-1,Negative
768,Student_768,I hate the scheduling system,-1,Negative
770,Student_770,It was fine overall,0,Neutral
771,Student_771,The course content was awful,-1,Negative
772,Student_772,It was fine overall,0,Neutral
774,Student_774,It was fine overall,0,Neutral
775,Student_775,Nothing special about the sessions,0,Neutral
776,Student_776,It was fine overall,0,Neutral
778,Student_778,It was an average experience,0,Neutral
780,Student_780,Nothing special about the sessions,0,Neutral
782,Student_782,It was fine overall,0,Neutral
783,Student_783,It was fine overall,0,Neutral
785,Student_785,It was an average experience,0,Neutral
786,Student_786,Nothing special about the sessions,0,Neutral
787,Student_787,The teaching was poor and bad,-2,Negative
788,Student_788,The class was normal,0,Neutral
789,Student_789,The class was normal,0,Neutral
790,Student_790,Nothing special about the sessions,0,Neutral
791,Student_791,Bad explanation and poor support,-1,Negative
792,Student_792,Bad explanation and poor support,-1,Negative
793,Student_793,The course was okay,0,Neutral
794,Student_794,I had a terrible experience,-1,Negative
795,Student_795,Bad explanation and poor support,-1,Negative
796,Student_796,The course content was awful,-1,Negative
797,Student_797,The class was normal,0,Neutral
798,Student_798,Nothing special about the sessions,0,Neutral
800,Student_800,Bad explanation and poor support,-1,Negative
802,Student_802,The teaching was poor and bad,-2,Negative
803,Student_803,I had a terrible experience,-1,Negative
804,Student_804,The teaching was poor and bad,-2,Negative
805,Student_805,The teaching was poor and bad,-2,Negative
806,Student_806,It was fine overall,0,Neutral
809,Student_809,The class was normal,0,Neutral
813,Student_813,It was fine overall,0,Neutral
815,Student_815,The class was normal,0,Neutral
816,Student_816,Nothing special about the sessions,0,Neutral
817,Student_817,The teaching was poor and bad,-2,Negative
818,Student_818,The course content was awful,-1,Negative
820,Student_820,The class was normal,0,Neutral
821,Student_821,I had a terrible experience,-1,Negative
822,Student_822,The class was normal,0,Neutral
823,Student_823,Bad explanation and poor support,-1,Negative
824,Student_824,The course was okay,0,Neutral
825,Student_825,I hate the scheduling system,-1,Negative
827,Student_827,I hate the scheduling system,-1,Negative
828,Student_828,I hate the scheduling system,-1,Negative
829,Student_829,It was an average experience,0,Neutral
830,Student_830,The course content was awful,-1,Negative
831,Student_831,It was fine overall,0,Neutral
832,Student_832,The class was normal,0,Neutral
833,Student_833,The teaching was poor and bad,-2,Negative
836,Student_836,It was fine overall,0,Neutral
837,Student_837,The course content was awful,-1,Negative
838,Student_838,The teaching was poor and bad,-2,Negative
840,Student_840,Bad explanation and poor support,-1,Negative
841,Student_841,The course content was awful,-1,Negative
842,Student_842,I had a terrible experience,-1,Negative
844,Student_844,The class was normal,0,Neutral
845,Student_845,Bad explanation and poor support,-1,Negative
848,Student_848,It was fine overall,0,Neutral
849,Student_849,It was an average experience,0,Neutral
850,Student_850,The course was okay,0,Neutral
851,Student_851,I hate the scheduling system,-1,Negative
852,Student_852,Bad explanation and poor support,-1,Negative
856,Student_856,The class was normal,0,Neutral
857,Student_857,It was fine overall,0,Neutral
858,Student_858,The teaching was poor and bad,-2,Negative
860,Student_860,The course content was awful,-1,Negative
862,Student_862,Bad explanation and poor support,-1,Negative
863,Student_863,The class was normal,0,Neutral
864,Student_864,The class was normal,0,Neutral
865,Student_865,The class was normal,0,Neutral
866,Student_866,I had a terrible experience,-1,Negative
867,Student_867,I hate the scheduling system,-1,Negative
868,Student_868,I hate the scheduling system,-1,Negative
869,Student_869,It was an average experience,0,Neutral
871,Student_871,I hate the scheduling system,-1,Negative
872,Student_872,The course content was awful,-1,Negative
873,Student_873,I hate the scheduling system,-1,Negative
875,Student_875,Nothing special about the sessions,0,Neutral
876,Student_876,The teaching was poor and bad,-2,Negative
877,Student_877,The course content was awful,-1,Negative
880,Student_880,I hate the scheduling system,-1,Negative
881,Student_881,The teaching was poor and bad,-2,Negative
882,Student_882,The teaching was poor and bad,-2,Negative
887,Student_887,The course was okay,0,Neutral
888,Student_888,I hate the scheduling system,-1,Negative
890,Student_890,The course content was awful,-1,Negative
891,Student_891,The course content was awful,-1,Negative
892,Student_892,The course was okay,0,Neutral
893,Student_893,The course content was awful,-1,Negative
896,Student_896,I had a terrible experience,-1,Negative
897,Student_897,The class was normal,0,Neutral
900,Student_900,It was fine overall,0,Neutral
901,Student_901,The course content was awful,-1,Negative
902,Student_902,Bad explanation and poor support,-1,Negative
904,Student_904,It was fine overall,0,Neutral
905,Student_905,Nothing special about the sessions,0,Neutral
906,Student_906,I had a terrible experience,-1,Negative
907,Student_907,The teaching was poor and bad,-2,Negative
908,Student_908,The course content was awful,-1,Negative
909,Student_909,It was an average experience,0,Neutral
910,Student_910,The course was okay,0,Neutral
912,Student_912,The teaching was poor and bad,-2,Negative
913,Student_913,Bad explanation and poor support,-1,Negative
916,Student_916,The course was okay,0,Neutral
918,Student_918,Bad explanation and poor support,-1,Negative
919,Student_919,I had a terrible experience,-1,Negative
920,Student_920,The teaching was poor and bad,-2,Negative
922,Student_922,The course was okay,0,Neutral
923,Student_923,The class was normal,0,Neutral
