Student ID,Student Name,Feedback,Score,Sentiment
314,Student_314,The course was excellent and amazing,2,Positive
316,Student_316,The sessions were very good and helpful,2,Positive
318,Student_318,The sessions were very good and helpful,2,Positive
322,Student_322,I love the teaching style it is great,2,Positive
330,Student_330,I love the teaching style it is great,2,Positive
332,Student_332,Amazing practical exposure and great learning,2,Positive
333,Student_333,I love the teaching style it is great,2,Positive
334,Student_334,Excellent support from faculty,2,Positive
335,Student_335,Excellent support from faculty,2,Positive
338,Student_338,Excellent support from faculty,2,Positive
341,Student_341,Amazing practical exposure and great learning,2,Positive
344,Student_344,The sessions were very good and helpful,2,Positive
345,Student_345,Excellent support from faculty,2,Positive
352,Student_352,The course was excellent and amazing,2,Positive
353,Student_353,The sessions were very good and helpful,2,Positive
355,Student_355,The sessions were very good and helpful,2,Positive
356,Student_356,Excellent support from faculty,2,Positive
357,Student_357,Amazing practical exposure and great learning,2,Positive
367,Student_367,Amazing practical exposure and great learning,2,Positive
373,Student_373,I love the teaching style it is great,2,Positive
376,Student_376,Excellent support from faculty,2,Positive
378,Student_378,I love the teaching style it is great,2,Positive
380,Student_380,The course was excellent and amazing,2,Positive
381,Student_381,The sessions were very good and helpful,2,Positive
383,Student_383,Excellent support from faculty,2,Positive
384,Student_384,I love the teaching style it is great,2,Positive
386,Student_386,Amazing practical exposure and great learning,2,Positive
397,Student_397,I love the teaching style it is great,2,Positive
401,Student_401,Amazing practical exposure and great learning,2,Positive
402,Student_402,I love the teaching style it is great,2,Positive
405,Student_405,Excellent support from faculty,2,Positive
408,Student_408,I love the teaching style it is great,2,Positive
409,Student_409,Excellent support from faculty,2,Positive
411,Student_411,The sessions were very good and helpful,2,Positive
416,Student_416,Excellent support from faculty,2,Positive
419,Student_419,I love the teaching style it is great,2,Positive
421,Student_421,The course was excellent and amazing,2,Positive
428,Student_428,Amazing practical exposure and great learning,2,Positive
429,Student_429,The sessions were very good and helpful,2,Positive
433,Student_433,The sessions were very good and helpful,2,Positive
436,Student_436,Excellent support from faculty,2,Positive
437,Student_437,The course was excellent and amazing,2,Positive
440,Student_440,Excellent support from faculty,2,Positive
443,Student_443,I love the teaching style it is great,2,Positive
447,Student_447,Excellent support from faculty,2,Positive
450,Student_450,Excellent support from faculty,2,Positive
451,Student_451,Amazing practical exposure and great learning,2,Positive
454,Student_454,Excellent support from faculty,2,Positive
455,Student_455,The sessions were very good and helpful,2,Positive
461,Student_461,Excellent support from faculty,2,Positive
463,Student_463,Excellent support from faculty,2,Positive
467,Student_467,Amazing practical exposure and great learning,2,Positive
469,Student_469,I love the teaching style it is great,2,Positive
471,Student_471,Amazing practical exposure and great learning,2,Positive
474,Student_474,I love the teaching style it is great,2,Positive
475,Student_475,The sessions were very good and helpful,2,Positive
481,Student_481,The course was excellent and amazing,2,Positive
482,Student_482,Amazing practical exposure and great learning,2,Positive
485,Student_485,I love the teaching style it is great,2,Positive
490,Student_490,I love the teaching style it is great,2,Positive
493,Student_493,Amazing practical exposure and great learning,2,Positive
494,Student_494,Amazing practical exposure and great learning,2,Positive
498,Student_498,The sessions were very good and helpful,2,Positive
501,Student_501,I love the teaching style it is great,2,Positive
522,Student_522,Amazing practical exposure and great learning,2,Positive
523,Student_523,The course was excellent and amazing,2,Positive
524,Student_524,Amazing practical exposure and great learning,2,Positive
527,Student_527,Excellent support from faculty,2,Positive
531,Student_531,Amazing practical exposure and great learning,2,Positive
538,Student_538,I love the teaching style it is great,2,Positive
539,Student_539,Amazing practical exposure and great learning,2,Positive
543,Student_543,Excellent support from faculty,2,Positive
544,Student_544,The sessions were very good and helpful,2,Positive
546,Student_546,Excellent support from faculty,2,Positive
553,Student_553,The sessions were very good and helpful,2,Positive
556,Student_556,Excellent support from faculty,2,Positive
562,Student_562,Excellent support from faculty,2,Positive
568,Student_568,Amazing practical exposure and great learning,2,Positive
569,Student_569,Excellent support from faculty,2,Positive
571,Student_571,The sessions were very good and helpful,2,Positive
572,Student_572,Amazing practical exposure and great learning,2,Positive
573,Student_573,I love the teaching style it is great,2,Positive
575,Student_575,The course was excellent and amazing,2,Positive
576,Student_576,Excellent support from faculty,2,Positive
579,Student_579,The course was excellent and amazing,2,Positive
583,Student_583,I love the teaching style it is great,2,Positive
585,Student_585,The course was excellent and amazing,2,Positive
587,Student_587,Excellent support from faculty,2,Positive
593,Student_593,I love the teaching style it is great,2,Positive
594,Student_594,I love the teaching style it is great,2,Positive
596,Student_596,I love the teaching style it is great,2,Positive
598,Student_598,Excellent support from faculty,2,Positive
599,Student_599,Amazing practical exposure and great learning,2,Positive
603,Student_603,I love the teaching style it is great,2,Positive
604,Student_604,The course was excellent and amazing,2,Positive
606,Student_606,The course was excellent and amazing,2,Positive
610,Student_610,The sessions were very good and helpful,2,Positive
611,Student_611,The sessions were very good and helpful,2,Positive
612,Student_612,I love the teaching style it is great,2,Positive
615,Student_615,Amazing practical exposure and great learning,2,Positive
617,Student_617,The course was excellent and amazing,2,Positive
621,Student_621,Amazing practical exposure and great learning,2,Positive
626,Student_626,The course was excellent and amazing,2,Positive
628,Student_628,Amazing practical exposure and great learning,2,Positive
631,Student_631,The sessions were very good and helpful,2,Positive
633,Student_633,The course was excellent and amazing,2,Positive
635,Student_635,Amazing practical exposure and great learning,2,Positive
647,Student_647,Amazing practical exposure and great learning,2,Positive
648,Student_648,I love the teaching style it is great,2,Positive
650,Student_650,Amazing practical exposure and great learning,2,Positive
653,Student_653,The sessions were very good and helpful,2,Positive
654,Student_654,I love the teaching style it is great,2,Positive
659,Student_659,I love the teaching style it is great,2,Positive
662,Student_662,The sessions were very good and helpful,2,Positive
663,Student_663,The course was excellent and amazing,2,Positive
667,Student_667,The sessions were very good and helpful,2,Positive
671,Student_671,I love the teaching style it is great,2,Positive
673,Student_673,Amazing practical exposure and great learning,2,Positive
679,Student_679,The sessions were very good and helpful,2,Positive
681,Student_681,The course was excellent and amazing,2,Positive
682,Student_682,The course was excellent and amazing,2,Positive
684,Student_684,I love the teaching style it is great,2,Positive
685,Student_685,Amazing practical exposure and great learning,2,Positive
690,Student_690,Amazing practical exposure and great learning,2,Positive
692,Student_692,Amazing practical exposure and great learning,2,Positive
693,Student_693,Amazing practical exposure and great learning,2,Positive
699,Student_699,The sessions were very good and helpful,2,Positive
700,Student_700,I love the teaching style it is great,2,Positive
703,Student_703,I love the teaching style it is great,2,Positive
705,Student_705,I love the teaching style it is great,2,Positive
708,Student_708,Amazing practical exposure and great learning,2,Positive
709,Student_709,The sessions were very good and helpful,2,Positive
710,Student_710,The course was excellent and amazing,2,Positive
719,Student_719,I love the teaching style it is great,2,Positive
720,Student_720,The course was excellent and amazing,2,Positive
722,Student_722,I love the teaching style it is great,2,Positive
724,Student_724,I love the teaching style it is great,2,Positive
731,Student_731,Amazing practical exposure and great learning,2,Positive
734,Student_734,Excellent support from faculty,2,Positive
738,Student_738,Amazing practical exposure and great learning,2,Positive
742,Student_742,I love the teaching style it is great,2,Positive
750,Student_750,Amazing practical exposure and great learning,2,Positive
757,Student_757,Amazing practical exposure and great learning,2,Positive
761,Student_761,Amazing practical exposure and great learning,2,Positive
762,Student_762,Amazing practical exposure and great learning,2,Positive
763,Student_763,Excellent support from faculty,2,Positive
764,Student_764,The sessions were very good and helpful,2,Positive
765,Student_765,I love the teaching style it is great,2,Positive
770,Student_770,Excellent support from faculty,2,Positive
771,Student_771,The sessions were very good and helpful,2,Positive
774,Student_774,Excellent support from faculty,2,Positive
777,Student_777,I love the teaching style it is great,2,Positive
778,Student_778,I love the teaching style it is great,2,Positive
784,Student_784,The sessions were very good and helpful,2,Positive
786,Student_786,I love the teaching style it is great,2,Positive
788,Student_788,Amazing practical exposure and great learning,2,Positive
789,Student_789,Amazing practical exposure and great learning,2,Positive
790,Student_790,Excellent support from faculty,2,Positive
799,Student_799,The course was excellent and amazing,2,Positive
800,Student_800,I love the teaching style it is great,2,Positive
802,Student_802,I love the teaching style it is great,2,Positive
803,Student_803,I love the teaching style it is great,2,Positive
804,Student_804,The sessions were very good and helpful,2,Positive
806,Student_806,I love the teaching style it is great,2,Positive
810,Student_810,I love the teaching style it is great,2,Positive
811,Student_811,The sessions were very good and helpful,2,Positive
813,Student_813,The course was excellent and amazing,2,Positive
817,Student_817,The course was excellent and amazing,2,Positive
826,Student_826,The course was excellent and amazing,2,Positive
830,Student_830,The course was excellent and amazing,2,Positive
831,Student_831,The course was excellent and amazing,2,Positive
832,Student_832,Amazing practical exposure and great learning,2,Positive
835,Student_835,The sessions were very good and helpful,2,Positive
837,Student_837,I love the teaching style it is great,2,Positive
841,Student_841,Excellent support from faculty,2,Positive
842,Student_842,The sessions were very good and helpful,2,Positive
851,Student_851,Excellent support from faculty,2,Positive
862,Student_862,Amazing practical exposure and great learning,2,Positive
863,Student_863,The course was excellent and amazing,2,Positive
867,Student_867,Excellent support from faculty,2,Positive
869,Student_869,The sessions were very good and helpful,2,Positive
871,Student_871,The sessions were very good and helpful,2,Positive
874,Student_874,The sessions were very good and helpful,2,Positive
876,Student_876,Amazing practical exposure and great learning,2,Positive
878,Student_878,I love the teaching style it is great,2,Positive
880,Student_880,Excellent support from faculty,2,Positive
881,Student_881,Amazing practical exposure and great learning,2,Positive
883,Student_883,The course was excellent and amazing,2,Positive
890,Student_890,I love the teaching style it is great,2,Positive
894,Student_894,Amazing practical exposure and great learning,2,Positive
896,Student_896,Excellent support from faculty,2,Positive
901,Student_901,I love the teaching style it is great,2,Positive
903,Student_903,Amazing practical exposure and great learning,2,Positive
905,Student_905,Amazing practical exposure and great learning,2,Positive
908,Student_908,Amazing practical exposure and great learning,2,Positive
909,Student_909,The sessions were very good and helpful,2,Positive
910,Student_910,I love the teaching style it is great,2,Positive
912,Student_912,The sessions were very good and helpful,2,Positive
917,Student_917,Excellent support from faculty,2,Positive
918,Student_918,I love the teaching style it is great,2,Positive
933,Student_933,I love the teaching style it is great,2,Positive
934,Student_934,The course was excellent and amazing,2,Positive
935,Student_935,The sessions were very good and helpful,2,Positive
938,Student_938,Amazing practical exposure and great learning,2,Positive
947,Student_947,Excellent support from faculty,2,Positive
948,Student_948,The sessions were very good and helpful,2,Positive
949,Student_949,The course was excellent and amazing,2,Positive
950,Student_950,The course was excellent and amazing,2,Positive
952,Student_952,Amazing practical exposure and great learning,2,Positive
956,Student_956,Excellent support from faculty,2,Positive
959,Student_959,Excellent support from faculty,2,Positive
961,Student_961,Excellent support from faculty,2,Positive
963,Student_963,The course was excellent and amazing,2,Positive
968,Student_968,Excellent support from faculty,2,Positive
969,Student_969,The sessions were very good and helpful,2,Positive
970,Student_970,I love the teaching style it is great,2,Positive
973,Student_973,Amazing practical exposure and great learning,2,Positive
974,Student_974,The sessions were very good and helpful,2,Positive
977,Student_977,Excellent support from faculty,2,Positive
980,Student_980,The course was excellent and amazing,2,Positive
982,Student_982,The course was excellent and amazing,2,Positive
985,Student_985,Amazing practical exposure and great learning,2,Positive
991,Student_991,Amazing practical exposure and great learning,2,Positive
994,Student_994,Amazing practical exposure and great learning,2,Positive
995,Student_995,Excellent support from faculty,2,Positive
998,Student_998,Excellent support from faculty,2,Positive
1005,Student_1005,The sessions were very good and helpful,2,Positive
1006,Student_1006,I love the teaching style it is great,2,Positive
1008,Student_1008,Excellent support from faculty,2,Positive
1010,Student_1010,Amazing practical exposure and great learning,2,Positive
1012,Student_1012,I love the teaching style it is great,2,Positive
1014,Student_1014,Excellent support from faculty,2,Positive
1018,Student_1018,The sessions were very good and helpful,2,Positive
1020,Student_1020,Amazing practical exposure and great learning,2,Positive
1025,Student_1025,I love the teaching style it is great,2,Positive
1028,Student_1028,The sessions were very good and helpful,2,Positive
1033,Student_1033,Excellent support from faculty,2,Positive
1034,Student_1034,I love the teaching style it is great,2,Positive
1037,Student_1037,Excellent support from faculty,2,Positive
1038,Student_1038,Amazing practical exposure and great learning,2,Positive
1044,Student_1044,Amazing practical exposure and great learning,2,Positive
1047,Student_1047,Amazing practical exposure and great learning,2,Positive
1052,Student_1052,I love the teaching style it is great,2,Positive
1053,Student_1053,I love the teaching style it is great,2,Positive
1059,Student_1059,The sessions were very good and helpful,2,Positive
1066,Student_1066,I love the teaching style it is great,2,Positive
1067,Student_1067,The course was excellent and amazing,2,Positive
1068,Student_1068,The sessions were very good and helpful,2,Positive
1070,Student_1070,Excellent support from faculty,2,Positive
1072,Student_1072,The course was excellent and amazing,2,Positive
1075,Student_1075,I love the teaching style it is great,2,Positive
1076,Student_1076,The sessions were very good and helpful,2,Positive
1077,Student_1077,The course was excellent and amazing,2,Positive
1078,Student_1078,Excellent support from faculty,2,Positive
1080,Student_1080,The sessions were very good and helpful,2,Positive
1083,Student_1083,Amazing practical exposure and great learning,2,Positive
1084,Student_1084,Amazing practical exposure and great learning,2,Positive
1085,Student_1085,Amazing practical exposure and great learning,2,Positive
1092,Student_1092,Excellent support from faculty,2,Positive
1099,Student_1099,I love the teaching style it is great,2,Positive
1101,Student_1101,Amazing practical exposure and great learning,2,Positive
1109,Student_1109,Amazing practical exposure and great learning,2,Positive
1110,Student_1110,The course was excellent and amazing,2,Positive
1113,Student_1113,The sessions were very good and helpful,2,Positive
1117,Student_1117,The sessions were very good and helpful,2,Positive
1118,Student_1118,The sessions were very good and helpful,2,Positive
1125,Student_1125,Amazing practical exposure and great learning,2,Positive
1132,Student_1132,Amazing practical exposure and great learning,2,Positive
1134,Student_1134,I love the teaching style it is great,2,Positive
1138,Student_1138,The course was excellent and amazing,2,Positive
1139,Student_1139,The sessions were very good and helpful,2,Positive
1141,Student_1141,The sessions were very good and helpful,2,Positive
1150,Student_1150,I love the teaching style it is great,2,Positive
1151,Student_1151,Amazing practical exposure and great learning,2,Positive
1155,Student_1155,The sessions were very good and helpful,2,Positive
1163,Student_1163,Excellent support from faculty,2,Positive
1165,Student_1165,The course was excellent and amazing,2,Positive
1167,Student_1167,Amazing practical exposure and great learning,2,Positive
1178,Student_1178,Excellent support from faculty,2,Positive
1181,Student_1181,The sessions were very good and helpful,2,Positive
1183,Student_1183,Amazing practical exposure and great learning,2,Positive
1186,Student_1186,The sessions were very good and helpful,2,Positive
1192,Student_1192,The sessions were very good and helpful,2,Positive
1193,Student_1193,The course was excellent and amazing,2,Positive
1196,Student_1196,The sessions were very good and helpful,2,Positive
1197,Student_1197,The sessions were very good and helpful,2,Positive
1198,Student_1198,The course was excellent and amazing,2,Positive
1199,Student_1199,Amazing practical exposure and great learning,2,Positive
1201,Student_1201,Amazing practical exposure and great learning,2,Positive
1202,Student_1202,The course was excellent and amazing,2,Positive
1203,Student_1203,Amazing practical exposure and great learning,2,Positive
1204,Student_1204,I love the teaching style it is great,2,Positive
1206,Student_1206,The course was excellent and amazing,2,Positive
1212,Student_1212,Excellent support from faculty,2,Positive
1220,Student_1220,I love the teaching style it is great,2,Positive
1222,Student_1222,Amazing practical exposure and great learning,2,Positive
1225,Student_1225,Excellent support from faculty,2,Positive
1227,Student_1227,I love the teaching style it is great,2,Positive
1228,Student_1228,The course was excellent and amazing,2,Positive
1229,Student_1229,Amazing practical exposure and great learning,2,Positive
1233,Student_1233,Amazing practical exposure and great learning,2,Positive
1236,Student_1236,I love the teaching style it is great,2,Positive
1237,Student_1237,The sessions were very good and helpful,2,Positive
1238,Student_1238,The course was excellent and amazing,2,Positive
1240,Student_1240,The sessions were very good and helpful,2,Positive
1243,Student_1243,Excellent support from faculty,2,Positive
1246,Student_1246,The course was excellent and amazing,2,Positive
1247,Student_1247,The sessions were very good and helpful,2,Positive
1249,Student_1249,I love the teaching style it is great,2,Positive
1251,Student_1251,The sessions were very good and helpful,2,Positive
1256,Student_1256,Excellent support from faculty,2,Positive
1257,Student_1257,I love the teaching style it is great,2,Positive
1260,Student_1260,The sessions were very good and helpful,2,Positive
1264,Student_1264,The sessions were very good and helpful,2,Positive
1265,Student_1265,Amazing practical exposure and great learning,2,Positive
1270,Student_1270,I love the teaching style it is great,2,Positive
1271,Student_1271,The course was excellent and amazing,2,Positive
1272,Student_1272,I love the teaching style it is great,2,Positive
1273,Student_1273,I love the teaching style it is great,2,Positive
1275,Student_1275,I love the teaching style it is great,2,Positive
1276,Student_1276,Amazing practical exposure and great learning,2,Positive
1277,Student_1277,The sessions were very good and helpful,2,Positive
1278,Student_1278,The course was excellent and amazing,2,Positive
1280,Student_1280,I love the teaching style it is great,2,Positive
1281,Student_1281,The sessions were very good and helpful,2,Positive
1288,Student_1288,The sessions were very good and helpful,2,Positive
1290,Student_1290,The sessions were very good and helpful,2,Positive
1292,Student_1292,Amazing practical exposure and great learning,2,Positive
1294,Student_1294,Amazing practical exposure and great learning,2,Positive
1298,Student_1298,The course was excellent and amazing,2,Positive
1299,Student_1299,The sessions were very good and helpful,2,Positive
1301,Student_1301,Amazing practical exposure and great learning,2,Positive
1302,Student_1302,I love the teaching style it is great,2,Positive
1307,Student_1307,The course was excellent and amazing,2,Positive
1309,Student_1309,The course was excellent and amazing,2,Positive
1312,Student_1312,Excellent support from faculty,2,Positive
1314,Student_1314,Amazing practical exposure and great learning,2,Positive
1315,Student_1315,I love the teaching style it is great,2,Positive
1319,Student_1319,Excellent support from faculty,2,Positive
1320,Student_1320,Amazing practical exposure and great learning,2,Positive
1326,Student_1326,The sessions were very good and helpful,2,Positive
1328,Student_1328,I love the teaching style it is great,2,Positive
1329,Student_1329,The course was excellent and amazing,2,Positive
1330,Student_1330,Amazing practical exposure and great learning,2,Positive
1331,Student_1331,Excellent support from faculty,2,Positive
1334,Student_1334,Excellent support from faculty,2,Positive
1336,Student_1336,Excellent support from faculty,2,Positive
1337,Student_1337,The sessions were very good and helpful,2,Positive
1340,Student_1340,Amazing practical exposure and great learning,2,Positive
1345,Student_1345,The course was excellent and amazing,2,Positive
1347,Student_1347,The sessions were very good and helpful,2,Positive
1357,Student_1357,I love the teaching style it is great,2,Positive
1359,Student_1359,The course was excellent and amazing,2,Positive
1360,Student_1360,The sessions were very good and helpful,2,Positive
1362,Student_1362,Amazing practical exposure and great learning,2,Positive
1363,Student_1363,Amazing practical exposure and great learning,2,Positive
1364,Student_1364,The sessions were very good and helpful,2,Positive
1365,Student_1365,Excellent support from faculty,2,Positive
1368,Student_1368,The sessions were very good and helpful,2,Positive
1372,Student_1372,The course was excellent and amazing,2,Positive
1376,Student_1376,I love the teaching style it is great,2,Positive
1377,Student_1377,Amazing practical exposure and great learning,2,Positive
1380,Student_1380,I love the teaching style it is great,2,Positive
1383,Student_1383,I love the teaching style it is great,2,Positive
1385,Student_1385,Amazing practical exposure and great learning,2,Positive
1393,Student_1393,I love the teaching style it is great,2,Positive
1395,Student_1395,The course was excellent and amazing,2,Positive
1396,Student_1396,The course was excellent and amazing,2,Positive
1398,Student_1398,Excellent support from faculty,2,Positive
1403,Student_1403,The sessions were very good and helpful,2,Positive
1411,Student_1411,Amazing practical exposure and great learning,2,Positive
1413,Student_1413,I love the teaching style it is great,2,Positive
1414,Student_1414,Amazing practical exposure and great learning,2,Positive
1416,Student_1416,I love the teaching style it is great,2,Positive
1421,Student_1421,Excellent support from faculty,2,Positive
1424,Student_1424,The course was excellent and amazing,2,Positive
1428,Student_1428,The course was excellent and amazing,2,Positive
1433,Student_1433,I love the teaching style it is great,2,Positive
1437,Student_1437,The course was excellent and amazing,2,Positive
1438,Student_1438,The course was excellent and amazing,2,Positive
1441,Student_1441,I love the teaching style it is great,2,Positive
1454,Student_1454,I love the teaching style it is great,2,Positive
1456,Student_1456,The sessions were very good and helpful,2,Positive
1468,Student_1468,The sessions were very good and helpful,2,Positive
1470,Student_1470,Excellent support from faculty,2,Positive
1475,Student_1475,The sessions were very good and helpful,2,Positive
1480,Student_1480,The course was excellent and amazing,2,Positive
1488,Student_1488,Amazing practical exposure and great learning,2,Positive
1493,Student_1493,Amazing practical exposure and great learning,2,Positive
1497,Student_1497,I love the teaching style it is great,2,Positive
1498,Student_1498,Amazing practical exposure and great learning,2,Positive
1500,Student_1500,Excellent support from faculty,2,Positive
1502,Student_1502,The course was excellent and amazing,2,Positive
1507,Student_1507,The course was excellent and amazing,2,Positive
1509,Student_1509,The course was excellent and amazing,2,Positive
1511,Student_1511,The sessions were very good and helpful,2,Positive
1516,Student_1516,Amazing practical exposure and great learning,2,Positive
1522,Student_1522,Excellent support from faculty,2,Positive
1524,Student_1524,The sessions were very good and helpful,2,Positive
1528,Student_1528,The sessions were very good and helpful,2,Positive
1530,Student_1530,I love the teaching style it is great,2,Positive
1531,Student_1531,The course was excellent and amazing,2,Positive
1541,Student_1541,Amazing practical exposure and great learning,2,Positive
1543,Student_1543,The sessions were very good and helpful,2,Positive
1545,Student_1545,I love the teaching style it is great,2,Positive
1546,Student_1546,I love the teaching style it is great,2,Positive
1549,Student_1549,The sessions were very good and helpful,2,Positive
1559,Student_1559,Excellent support from faculty,2,Positive
1568,Student_1568,The sessions were very good and helpful,2,Positive
1574,Student_1574,Amazing practical exposure and great learning,2,Positive
1577,Student_1577,Excellent support from faculty,2,Positive
1579,Student_1579,Excellent support from faculty,2,Positive
1581,Student_1581,The sessions were very good and helpful,2,Positive
1584,Student_1584,Excellent support from faculty,2,Positive
1587,Student_1587,Amazing practical exposure and great learning,2,Positive
1589,Student_1589,I love the teaching style it is great,2,Positive
1593,Student_1593,Excellent support from faculty,2,Positive
1594,Student_1594,The sessions were very good and helpful,2,Positive
1596,Student_1596,Excellent support from faculty,2,Positive
1603,Student_1603,Amazing practical exposure and great learning,2,Positive
1604,Student_1604,Amazing practical exposure and great learning,2,Positive
1605,Student_1605,The course was excellent and amazing,2,Positive
1607,Student_1607,The sessions were very good and helpful,2,Positive
1611,Student_1611,Excellent support from faculty,2,Positive
1613,Student_1613,Excellent support from faculty,2,Positive
1614,Student_1614,The course was excellent and amazing,2,Positive
1619,Student_1619,Amazing practical exposure and great learning,2,Positive
1625,Student_1625,I love the teaching style it is great,2,Positive
1627,Student_1627,The course was excellent and amazing,2,Positive
1631,Student_1631,Amazing practical exposure and great learning,2,Positive
1638,Student_1638,The course was excellent and amazing,2,Positive
1640,Student_1640,The course was excellent and amazing,2,Positive
1645,Student_1645,The course was excellent and amazing,2,Positive
1646,Student_1646,The sessions were very good and helpful,2,Positive
1648,Student_1648,Amazing practical exposure and great learning,2,Positive
1653,Student_1653,Amazing practical exposure and great learning,2,Positive
1654,Student_1654,The course was excellent and amazing,2,Positive
1659,Student_1659,I love the teaching style it is great,2,Positive
1660,Student_1660,I love the teaching style it is great,2,Positive
1664,Student_1664,The sessions were very good and helpful,2,Positive
1672,Student_1672,Amazing practical exposure and great learning,2,Positive
1675,Student_1675,The sessions were very good and helpful,2,Positive
1676,Student_1676,The sessions were very good and helpful,2,Positive
1679,Student_1679,The sessions were very good and helpful,2,Positive
1680,Student_1680,Amazing practical exposure and great learning,2,Positive
1683,Student_1683,The sessions were very good and helpful,2,Positive
1688,Student_1688,The sessions were very good and helpful,2,Positive
1695,Student_1695,Excellent support from faculty,2,Positive
1701,Student_1701,Excellent support from faculty,2,Positive
1702,Student_1702,The course was excellent and amazing,2,Positive
