student_id,student_name,feedback
117,Student_117,The faculty was good
118,Student_118,The teaching was excellent
119,Student_119,The exams was terrible
120,Student_120,The teaching was average
121,Student_121,The labs was okay
122,Student_122,The course was okay
123,Student_123,The course was awful
124,Student_124,The faculty was average
125,Student_125,The assignments was helpful
126,Student_126,The course was good
127,Student_127,The assignments was average
128,Student_128,The faculty was terrible
129,Student_129,The assignments was amazing
130,Student_130,The assignments was okay
131,Student_131,The labs was poor
132,Student_132,The assignments was normal
133,Student_133,The course was bad
134,Student_134,The teaching was excellent
135,Student_135,The faculty was amazing
136,Student_136,The assignments was difficult
137,Student_137,The labs was okay
138,Student_138,The exams was average
139,Student_139,The labs was great
140,Student_140,The faculty was average
141,Student_141,The labs was normal
142,Student_142,The course was terrible
143,Student_143,The labs was fine
144,Student_144,The exams was okay
145,Student_145,The assignments was great
146,Student_146,The assignments was average
147,Student_147,The teaching was terrible
148,Student_148,The faculty was okay
149,Student_149,The faculty was normal
150,Student_150,The exams was poor
151,Student_151,The exams was excellent
152,Student_152,The labs was difficult
153,Student_153,The labs was helpful
154,Student_154,The course was bad
155,Student_155,The course was normal
156,Student_156,The teaching was amazing
157,Student_157,The faculty was average
158,Student_158,The faculty was okay
159,Student_159,The assignments was good
160,Student_160,The teaching was terrible
161,Student_161,The course was normal
162,Student_162,The teaching was excellent
163,Student_163,The labs was average
164,Student_164,The teaching was excellent
165,Student_165,The course was poor
166,Student_166,The faculty was excellent
167,Student_167,The faculty was good
168,Student_168,The exams was amazing
169,Student_169,The assignments was bad
170,Student_170,The course was excellent
171,Student_171,The labs was amazing
172,Student_172,The exams was amazing
173,Student_173,The course was okay
174,Student_174,The teaching was awful
175,Student_175,The teaching was helpful
176,Student_176,The exams was good
177,Student_177,The teaching was helpful
178,Student_178,The teaching was great
179,Student_179,The exams was difficult
180,Student_180,The exams was bad
181,Student_181,The course was good
182,Student_182,The teaching was good
183,Student_183,The teaching was amazing
184,Student_184,The faculty was awful
185,Student_185,The labs was terrible
186,Student_186,The course was okay
187,Student_187,The faculty was fine
188,Student_188,The course was amazing
189,Student_189,The labs was helpful
190,Student_190,The faculty was great
191,Student_191,The labs was okay
192,Student_192,The course was okay
193,Student_193,The course was bad
194,Student_194,The assignments was great
195,Student_195,The teaching was fine
196,Student_196,The labs was good
197,Student_197,The teaching was amazing
198,Student_198,The labs was okay
199,Student_199,The exams was terrible
200,Student_200,The labs was great
201,Student_201,The faculty was good
202,Student_202,The assignments was awful
203,Student_203,The faculty was amazing
204,Student_204,The teaching was okay
205,Student_205,The course was normal
206,Student_206,The assignments was okay
207,Student_207,The teaching was helpful
208,Student_208,The labs was fine
209,Student_209,The labs was terrible
210,Student_210,The labs was excellent
211,Student_211,The exams was bad
212,Student_212,The assignments was fine
213,Student_213,The assignments was average
214,Student_214,The teaching was fine
215,Student_215,The course was great
216,Student_216,The course was difficult
217,Student_217,The teaching was terrible
218,Student_218,The faculty was great
219,Student_219,The exams was amazing
220,Student_220,The labs was bad
221,Student_221,The course was good
222,Student_222,The faculty was helpful
223,Student_223,The faculty was okay
224,Student_224,The teaching was average
225,Student_225,The assignments was amazing
226,Student_226,The exams was fine
227,Student_227,The faculty was awful
228,Student_228,The assignments was terrible
229,Student_229,The assignments was amazing
230,Student_230,The course was normal
231,Student_231,The course was poor
232,Student_232,The assignments was excellent
233,Student_233,The course was awful
234,Student_234,The course was helpful
235,Student_235,The assignments was good
236,Student_236,The exams was average
237,Student_237,The labs was difficult
238,Student_238,The exams was bad
239,Student_239,The assignments was fine
240,Student_240,The exams was average
241,Student_241,The assignments was awful
242,Student_242,The assignments was helpful
243,Student_243,The teaching was good
244,Student_244,The exams was terrible
245,Student_245,The teaching was average
246,Student_246,The course was fine
247,Student_247,The labs was amazing
248,Student_248,The faculty was helpful
249,Student_249,The labs was okay
250,Student_250,The labs was normal
251,Student_251,The assignments was poor
252,Student_252,The assignments was okay
253,Student_253,The assignments was difficult
254,Student_254,The assignments was okay
255,Student_255,The course was helpful
256,Student_256,The teaching was bad
257,Student_257,The assignments was excellent
258,Student_258,The exams was average
259,Student_259,The faculty was amazing
260,Student_260,The course was average
261,Student_261,The faculty was terrible
262,Student_262,The teaching was difficult
263,Student_263,The labs was awful
264,Student_264,The labs was amazing
265,Student_265,The course was normal
266,Student_266,The course was good
267,Student_267,The exams was poor
268,Student_268,The exams was normal
269,Student_269,The faculty was great
270,Student_270,The exams was good
271,Student_271,The faculty was great
272,Student_272,The exams was fine
273,Student_273,The course was poor
274,Student_274,The course was normal
275,Student_275,The labs was helpful
276,Student_276,The labs was amazing
277,Student_277,The labs was average
278,Student_278,The course was okay
279,Student_279,The labs was fine
280,Student_280,The teaching was okay
281,Student_281,The course was average
282,Student_282,The course was good
283,Student_283,The course was amazing
284,Student_284,The labs was excellent
285,Student_285,The teaching was poor
286,Student_286,The exams was excellent
287,Student_287,The teaching was normal
288,Student_288,The teaching was terrible
289,Student_289,The teaching was okay
290,Student_290,The course was good
291,Student_291,The labs was amazing
292,Student_292,The faculty was average
293,Student_293,The teaching was amazing
294,Student_294,The faculty was bad
295,Student_295,The teaching was okay
296,Student_296,The faculty was excellent
297,Student_297,The faculty was great
298,Student_298,The exams was fine
299,Student_299,The assignments was terrible
300,Student_300,The faculty was amazing
301,Student_301,The teaching was bad
302,Student_302,The assignments was excellent
303,Student_303,The teaching was amazing
304,Student_304,The labs was difficult
305,Student_305,The assignments was difficult
306,Student_306,The faculty was awful
307,Student_307,The faculty was okay
308,Student_308,The assignments was normal
309,Student_309,The course was poor
310,Student_310,The labs was fine
311,Student_311,The labs was helpful
312,Student_312,The exams was average
313,Student_313,The assignments was awful
314,Student_314,The teaching was average
315,Student_315,The faculty was poor
316,Student_316,The teaching was amazing
317,Student_317,The assignments was good
318,Student_318,The teaching was fine
319,Student_319,The teaching was average
320,Student_320,The faculty was helpful
321,Student_321,The labs was okay
322,Student_322,The labs was fine
323,Student_323,The assignments was okay
324,Student_324,The labs was normal
325,Student_325,The labs was good
326,Student_326,The faculty was good
327,Student_327,The faculty was difficult
328,Student_328,The faculty was okay
329,Student_329,The faculty was okay
330,Student_330,The faculty was difficult
331,Student_331,The teaching was good
332,Student_332,The faculty was okay
333,Student_333,The faculty was amazing
334,Student_334,The exams was normal
335,Student_335,The assignments was difficult
336,Student_336,The exams was average
337,Student_337,The course was terrible
338,Student_338,The course was difficult
339,Student_339,The course was helpful
340,Student_340,The exams was terrible
341,Student_341,The exams was difficult
342,Student_342,The assignments was fine
343,Student_343,The faculty was okay
344,Student_344,The assignments was helpful
345,Student_345,The assignments was okay
346,Student_346,The course was amazing
347,Student_347,The labs was terrible
348,Student_348,The faculty was poor
349,Student_349,The assignments was poor
350,Student_350,The teaching was helpful
351,Student_351,The labs was difficult
352,Student_352,The assignments was normal
353,Student_353,The course was good
354,Student_354,The exams was normal
355,Student_355,The labs was normal
356,Student_356,The exams was good
357,Student_357,The faculty was fine
358,Student_358,The exams was bad
359,Student_359,The teaching was poor
360,Student_360,The teaching was normal
361,Student_361,The exams was bad
362,Student_362,The faculty was awful
363,Student_363,The labs was okay
364,Student_364,The labs was okay
365,Student_365,The labs was excellent
366,Student_366,The assignments was great
367,Student_367,The assignments was normal
368,Student_368,The assignments was terrible
369,Student_369,The faculty was excellent
370,Student_370,The assignments was helpful
371,Student_371,The course was difficult
372,Student_372,The course was fine
373,Student_373,The assignments was average
374,Student_374,The course was normal
375,Student_375,The labs was average
376,Student_376,The faculty was awful
377,Student_377,The exams was awful
378,Student_378,The assignments was amazing
379,Student_379,The teaching was good
380,Student_380,The labs was good
381,Student_381,The labs was okay
382,Student_382,The course was fine
383,Student_383,The teaching was okay
384,Student_384,The course was fine
385,Student_385,The labs was poor
386,Student_386,The exams was normal
387,Student_387,The exams was poor
388,Student_388,The course was helpful
389,Student_389,The teaching was helpful
390,Student_390,The exams was average
391,Student_391,The assignments was normal
392,Student_392,The course was helpful
393,Student_393,The faculty was difficult
394,Student_394,The exams was good
395,Student_395,The course was average
396,Student_396,The assignments was bad
397,Student_397,The faculty was difficult
398,Student_398,The course was fine
399,Student_399,The assignments was helpful
400,Student_400,The labs was normal
401,Student_401,The faculty was awful
402,Student_402,The teaching was okay
403,Student_403,The faculty was amazing
404,Student_404,The course was okay
405,Student_405,The assignments was terrible
406,Student_406,The course was difficult
407,Student_407,The labs was amazing
408,Student_408,The labs was excellent
409,Student_409,The labs was helpful
410,Student_410,The assignments was poor
411,Student_411,The teaching was difficult
412,Student_412,The faculty was normal
413,Student_413,The labs was good
414,Student_414,The faculty was helpful
415,Student_415,The faculty was awful
416,Student_416,The course was okay
417,Student_417,The labs was awful
418,Student_418,The labs was normal
419,Student_419,The assignments was good
420,Student_420,The labs was poor
421,Student_421,The labs was okay
422,Student_422,The teaching was amazing
423,Student_423,The course was average
424,Student_424,The exams was difficult
425,Student_425,The teaching was great
426,Student_426,The faculty was okay
427,Student_427,The course was poor
428,Student_428,The faculty was fine
429,Student_429,The exams was difficult
430,Student_430,The assignments was average
431,Student_431,The faculty was average
432,Student_432,The course was bad
433,Student_433,The teaching was average
434,Student_434,The course was helpful
435,Student_435,The assignments was difficult
436,Student_436,The labs was okay
437,Student_437,The teaching was poor
438,Student_438,The teaching was okay
439,Student_439,The labs was poor
440,Student_440,The labs was terrible
441,Student_441,The assignments was average
442,Student_442,The teaching was average
443,Student_443,The course was normal
444,Student_444,The course was fine
445,Student_445,The teaching was average
446,Student_446,The teaching was terrible
447,Student_447,The course was good
448,Student_448,The labs was fine
449,Student_449,The faculty was amazing
450,Student_450,The course was fine
451,Student_451,The exams was excellent
452,Student_452,The faculty was amazing
453,Student_453,The assignments was difficult
454,Student_454,The faculty was good
455,Student_455,The labs was average
456,Student_456,The assignments was poor
457,Student_457,The teaching was bad
458,Student_458,The course was fine
459,Student_459,The labs was excellent
460,Student_460,The course was excellent
461,Student_461,The exams was poor
462,Student_462,The faculty was good
463,Student_463,The labs was amazing
464,Student_464,The labs was bad
465,Student_465,The exams was normal
466,Student_466,The teaching was bad
467,Student_467,The labs was average
468,Student_468,The teaching was difficult
469,Student_469,The exams was awful
470,Student_470,The faculty was normal
471,Student_471,The labs was awful
472,Student_472,The course was average
473,Student_473,The faculty was poor
474,Student_474,The teaching was okay
475,Student_475,The faculty was normal
476,Student_476,The faculty was terrible
477,Student_477,The labs was bad
478,Student_478,The teaching was great
479,Student_479,The exams was great
480,Student_480,The teaching was difficult
481,Student_481,The faculty was fine
482,Student_482,The labs was great
483,Student_483,The teaching was amazing
484,Student_484,The faculty was bad
485,Student_485,The faculty was bad
486,Student_486,The faculty was great
487,Student_487,The exams was good
488,Student_488,The exams was average
489,Student_489,The assignments was normal
490,Student_490,The exams was terrible
491,Student_491,The assignments was helpful
492,Student_492,The labs was excellent
493,Student_493,The labs was average
494,Student_494,The labs was fine
495,Student_495,The assignments was great
496,Student_496,The labs was fine
497,Student_497,The exams was difficult
498,Student_498,The course was great
499,Student_499,The teaching was amazing
500,Student_500,The teaching was awful
501,Student_501,The assignments was amazing
502,Student_502,The course was good
503,Student_503,The course was normal
504,Student_504,The faculty was bad
505,Student_505,The course was helpful
506,Student_506,The faculty was terrible
507,Student_507,The exams was fine
508,Student_508,The faculty was helpful
509,Student_509,The course was good
510,Student_510,The course was awful
511,Student_511,The course was average
512,Student_512,The faculty was awful
513,Student_513,The course was fine
514,Student_514,The faculty was normal
515,Student_515,The assignments was good
516,Student_516,The exams was helpful
517,Student_517,The labs was fine
518,Student_518,The exams was fine
519,Student_519,The assignments was average
520,Student_520,The assignments was terrible
521,Student_521,The assignments was fine
522,Student_522,The course was okay
523,Student_523,The labs was terrible
524,Student_524,The exams was average
525,Student_525,The assignments was difficult
526,Student_526,The faculty was great
527,Student_527,The assignments was average
528,Student_528,The faculty was amazing
529,Student_529,The exams was awful
530,Student_530,The exams was average
531,Student_531,The labs was excellent
532,Student_532,The faculty was average
533,Student_533,The labs was terrible
534,Student_534,The labs was okay
535,Student_535,The assignments was bad
536,Student_536,The assignments was awful
537,Student_537,The course was terrible
538,Student_538,The teaching was okay
539,Student_539,The teaching was average
540,Student_540,The exams was great
541,Student_541,The faculty was terrible
542,Student_542,The teaching was good
543,Student_543,The faculty was helpful
544,Student_544,The faculty was helpful
545,Student_545,The labs was awful
546,Student_546,The labs was terrible
547,Student_547,The assignments was difficult
548,Student_548,The faculty was great
549,Student_549,The teaching was good
550,Student_550,The assignments was average
551,Student_551,The course was amazing
552,Student_552,The teaching was okay
553,Student_553,The assignments was terrible
554,Student_554,The assignments was good
555,Student_555,The course was poor
556,Student_556,The exams was helpful
557,Student_557,The faculty was terrible
558,Student_558,The labs was okay
559,Student_559,The labs was awful
560,Student_560,The labs was awful
561,Student_561,The assignments was okay
562,Student_562,The faculty was good
563,Student_563,The exams was difficult
564,Student_564,The labs was helpful
565,Student_565,The teaching was difficult
566,Student_566,The faculty was average
567,Student_567,The teaching was normal
568,Student_568,The faculty was amazing
569,Student_569,The course was awful
570,Student_570,The assignments was good
571,Student_571,The exams was difficult
572,Student_572,The assignments was terrible
573,Student_573,The teaching was okay
574,Student_574,The faculty was excellent
575,Student_575,The course was great
576,Student_576,The course was amazing
577,Student_577,The teaching was terrible
578,Student_578,The assignments was good
579,Student_579,The exams was terrible
580,Student_580,The exams was terrible
581,Student_581,The labs was poor
582,Student_582,The assignments was good
583,Student_583,The faculty was good
584,Student_584,The teaching was okay
585,Student_585,The assignments was difficult
586,Student_586,The course was normal
587,Student_587,The faculty was difficult
588,Student_588,The assignments was good
589,Student_589,The course was amazing
590,Student_590,The teaching was fine
591,Student_591,The faculty was bad
592,Student_592,The assignments was great
593,Student_593,The teaching was difficult
594,Student_594,The assignments was fine
595,Student_595,The assignments was poor
596,Student_596,The teaching was fine
597,Student_597,The assignments was okay
598,Student_598,The faculty was poor
599,Student_599,The course was helpful
600,Student_600,The teaching was bad
601,Student_601,The assignments was fine
602,Student_602,The assignments was okay
603,Student_603,The labs was excellent
604,Student_604,The faculty was great
605,Student_605,The teaching was terrible
606,Student_606,The assignments was good
607,Student_607,The faculty was great
608,Student_608,The teaching was amazing
609,Student_609,The labs was good
610,Student_610,The exams was normal
611,Student_611,The assignments was fine
612,Student_612,The assignments was good
613,Student_613,The teaching was okay
614,Student_614,The teaching was bad
615,Student_615,The course was normal
616,Student_616,The faculty was poor
617,Student_617,The labs was good
618,Student_618,The assignments was terrible
619,Student_619,The teaching was normal
620,Student_620,The teaching was great
621,Student_621,The faculty was normal
622,Student_622,The faculty was fine
623,Student_623,The teaching was average
624,Student_624,The labs was terrible
625,Student_625,The labs was poor
626,Student_626,The teaching was helpful
627,Student_627,The exams was terrible
628,Student_628,The exams was bad
629,Student_629,The exams was difficult
630,Student_630,The course was great
631,Student_631,The teaching was okay
632,Student_632,The exams was great
633,Student_633,The labs was normal
634,Student_634,The exams was great
635,Student_635,The assignments was difficult
636,Student_636,The labs was poor
637,Student_637,The faculty was normal
638,Student_638,The course was amazing
639,Student_639,The teaching was great
640,Student_640,The faculty was difficult
641,Student_641,The faculty was good
642,Student_642,The course was awful
643,Student_643,The assignments was good
644,Student_644,The assignments was awful
645,Student_645,The assignments was helpful
646,Student_646,The course was fine
647,Student_647,The faculty was terrible
648,Student_648,The course was amazing
649,Student_649,The exams was okay
650,Student_650,The faculty was terrible
651,Student_651,The labs was helpful
652,Student_652,The teaching was bad
653,Student_653,The labs was fine
654,Student_654,The assignments was good
655,Student_655,The course was awful
656,Student_656,The teaching was average
657,Student_657,The faculty was average
658,Student_658,The course was difficult
659,Student_659,The course was fine
660,Student_660,The assignments was amazing
661,Student_661,The teaching was excellent
662,Student_662,The assignments was average
663,Student_663,The teaching was excellent
664,Student_664,The assignments was poor
665,Student_665,The course was poor
666,Student_666,The assignments was excellent
667,Student_667,The labs was terrible
668,Student_668,The exams was fine
669,Student_669,The labs was excellent
670,Student_670,The teaching was poor
671,Student_671,The teaching was fine
672,Student_672,The assignments was normal
673,Student_673,The labs was average
674,Student_674,The teaching was average
675,Student_675,The assignments was average
676,Student_676,The teaching was bad
677,Student_677,The course was difficult
678,Student_678,The exams was bad
679,Student_679,The assignments was okay
680,Student_680,The exams was bad
681,Student_681,The teaching was amazing
682,Student_682,The course was poor
683,Student_683,The course was okay
684,Student_684,The exams was excellent
685,Student_685,The labs was poor
686,Student_686,The assignments was normal
687,Student_687,The exams was difficult
688,Student_688,The course was normal
689,Student_689,The labs was bad
690,Student_690,The teaching was poor
691,Student_691,The faculty was awful
692,Student_692,The labs was okay
693,Student_693,The faculty was difficult
694,Student_694,The faculty was amazing
695,Student_695,The teaching was awful
696,Student_696,The faculty was good
697,Student_697,The assignments was average
698,Student_698,The assignments was amazing
699,Student_699,The labs was okay
700,Student_700,The faculty was bad
701,Student_701,The labs was amazing
702,Student_702,The teaching was normal
703,Student_703,The course was helpful
704,Student_704,The exams was good
705,Student_705,The teaching was average
706,Student_706,The teaching was poor
707,Student_707,The teaching was excellent
708,Student_708,The teaching was excellent
709,Student_709,The faculty was fine
710,Student_710,The teaching was terrible
711,Student_711,The faculty was excellent
712,Student_712,The faculty was okay
713,Student_713,The exams was okay
714,Student_714,The course was terrible
715,Student_715,The labs was terrible
716,Student_716,The exams was difficult
717,Student_717,The exams was difficult
718,Student_718,The faculty was poor
719,Student_719,The exams was normal
720,Student_720,The faculty was poor
721,Student_721,The exams was okay
722,Student_722,The faculty was fine
723,Student_723,The labs was okay
724,Student_724,The exams was great
725,Student_725,The teaching was terrible
726,Student_726,The labs was fine
727,Student_727,The assignments was bad
728,Student_728,The exams was great
729,Student_729,The labs was bad
730,Student_730,The labs was fine
731,Student_731,The faculty was amazing
732,Student_732,The labs was normal
733,Student_733,The exams was difficult
734,Student_734,The assignments was terrible
735,Student_735,The labs was bad
736,Student_736,The teaching was difficult
737,Student_737,The course was fine
738,Student_738,The course was awful
739,Student_739,The teaching was normal
740,Student_740,The assignments was poor
741,Student_741,The teaching was normal
742,Student_742,The faculty was excellent
743,Student_743,The faculty was great
744,Student_744,The faculty was poor
745,Student_745,The assignments was terrible
746,Student_746,The teaching was okay
747,Student_747,The assignments was terrible
748,Student_748,The teaching was difficult
749,Student_749,The labs was good
750,Student_750,The assignments was excellent
751,Student_751,The course was average
752,Student_752,The course was excellent
753,Student_753,The faculty was excellent
754,Student_754,The course was fine
755,Student_755,The teaching was normal
756,Student_756,The exams was helpful
757,Student_757,The course was good
758,Student_758,The assignments was okay
759,Student_759,The assignments was fine
760,Student_760,The teaching was difficult
761,Student_761,The faculty was okay
762,Student_762,The labs was good
763,Student_763,The assignments was good
764,Student_764,The faculty was okay
765,Student_765,The assignments was okay
766,Student_766,The exams was fine
767,Student_767,The teaching was good
768,Student_768,The course was terrible
769,Student_769,The labs was average
770,Student_770,The exams was average
771,Student_771,The faculty was helpful
772,Student_772,The labs was good
773,Student_773,The exams was amazing
774,Student_774,The faculty was terrible
775,Student_775,The exams was amazing
776,Student_776,The labs was awful
777,Student_777,The teaching was terrible
778,Student_778,The teaching was helpful
779,Student_779,The faculty was okay
780,Student_780,The faculty was helpful
781,Student_781,The course was fine
782,Student_782,The teaching was amazing
783,Student_783,The faculty was normal
784,Student_784,The exams was okay
785,Student_785,The teaching was normal
786,Student_786,The course was normal
787,Student_787,The teaching was difficult
788,Student_788,The assignments was average
789,Student_789,The exams was difficult
790,Student_790,The course was bad
791,Student_791,The assignments was great
792,Student_792,The exams was excellent
793,Student_793,The teaching was excellent
794,Student_794,The exams was excellent
795,Student_795,The faculty was bad
796,Student_796,The faculty was normal
797,Student_797,The teaching was awful
798,Student_798,The labs was awful
799,Student_799,The faculty was amazing
800,Student_800,The exams was helpful
801,Student_801,The exams was awful
802,Student_802,The course was poor
803,Student_803,The course was amazing
804,Student_804,The faculty was amazing
805,Student_805,The course was excellent
806,Student_806,The course was normal
807,Student_807,The teaching was great
808,Student_808,The assignments was okay
809,Student_809,The course was difficult
810,Student_810,The assignments was terrible
811,Student_811,The course was average
812,Student_812,The labs was average
813,Student_813,The assignments was fine
814,Student_814,The assignments was amazing
815,Student_815,The teaching was great
816,Student_816,The course was difficult
817,Student_817,The assignments was awful
818,Student_818,The teaching was fine
819,Student_819,The exams was okay
820,Student_820,The course was excellent
821,Student_821,The faculty was poor
822,Student_822,The faculty was terrible
823,Student_823,The teaching was helpful
824,Student_824,The teaching was fine
825,Student_825,The labs was amazing
826,Student_826,The teaching was terrible
827,Student_827,The course was normal
828,Student_828,The labs was terrible
829,Student_829,The labs was excellent
830,Student_830,The course was poor
831,Student_831,The faculty was poor
832,Student_832,The assignments was good
833,Student_833,The teaching was good
834,Student_834,The course was amazing
835,Student_835,The labs was bad
836,Student_836,The course was great
837,Student_837,The exams was fine
838,Student_838,The faculty was amazing
839,Student_839,The exams was bad
840,Student_840,The course was terrible
841,Student_841,The exams was helpful
842,Student_842,The assignments was excellent
843,Student_843,The assignments was poor
844,Student_844,The assignments was poor
845,Student_845,The assignments was normal
846,Student_846,The faculty was helpful
847,Student_847,The exams was great
848,Student_848,The teaching was poor
849,Student_849,The labs was amazing
850,Student_850,The exams was helpful
851,Student_851,The assignments was average
852,Student_852,The course was awful
853,Student_853,The course was difficult
854,Student_854,The course was normal
855,Student_855,The faculty was good
856,Student_856,The teaching was terrible
857,Student_857,The exams was fine
858,Student_858,The course was great
859,Student_859,The labs was average
860,Student_860,The faculty was poor
861,Student_861,The teaching was terrible
862,Student_862,The faculty was great
863,Student_863,The course was average
864,Student_864,The exams was normal
865,Student_865,The course was terrible
866,Student_866,The course was average
867,Student_867,The assignments was awful
868,Student_868,The course was okay
869,Student_869,The teaching was normal
870,Student_870,The course was okay
871,Student_871,The teaching was helpful
872,Student_872,The teaching was great
873,Student_873,The labs was average
874,Student_874,The exams was amazing
875,Student_875,The assignments was terrible
876,Student_876,The exams was terrible
877,Student_877,The course was difficult
878,Student_878,The course was normal
879,Student_879,The course was awful
880,Student_880,The faculty was average
881,Student_881,The course was fine
882,Student_882,The assignments was awful
883,Student_883,The course was fine
884,Student_884,The faculty was amazing
885,Student_885,The assignments was normal
886,Student_886,The exams was poor
887,Student_887,The course was bad
888,Student_888,The faculty was bad
889,Student_889,The faculty was amazing
890,Student_890,The exams was poor
891,Student_891,The teaching was poor
892,Student_892,The teaching was bad
893,Student_893,The course was bad
894,Student_894,The teaching was amazing
895,Student_895,The course was amazing
896,Student_896,The assignments was poor
897,Student_897,The exams was good
898,Student_898,The faculty was okay
899,Student_899,The labs was helpful
900,Student_900,The course was excellent
901,Student_901,The teaching was awful
902,Student_902,The assignments was normal
903,Student_903,The course was bad
904,Student_904,The exams was terrible
905,Student_905,The teaching was fine
906,Student_906,The labs was difficult
907,Student_907,The exams was good
908,Student_908,The assignments was bad
909,Student_909,The exams was helpful
910,Student_910,The faculty was okay
911,Student_911,The course was awful
912,Student_912,The labs was poor
913,Student_913,The exams was normal
914,Student_914,The teaching was poor
915,Student_915,The course was average
916,Student_916,The teaching was helpful
917,Student_917,The exams was normal
918,Student_918,The assignments was normal
919,Student_919,The exams was difficult
920,Student_920,The exams was excellent
921,Student_921,The exams was okay
922,Student_922,The faculty was great
923,Student_923,The course was poor
924,Student_924,The course was amazing
925,Student_925,The labs was awful
926,Student_926,The course was okay
927,Student_927,The course was normal
928,Student_928,The faculty was great
929,Student_929,The faculty was normal
930,Student_930,The labs was excellent
931,Student_931,The course was great
932,Student_932,The assignments was okay
933,Student_933,The labs was amazing
934,Student_934,The course was average
935,Student_935,The assignments was helpful
936,Student_936,The teaching was bad
937,Student_937,The faculty was great
938,Student_938,The labs was helpful
939,Student_939,The exams was average
940,Student_940,The labs was awful
941,Student_941,The assignments was poor
942,Student_942,The assignments was excellent
943,Student_943,The labs was poor
944,Student_944,The assignments was terrible
945,Student_945,The faculty was normal
946,Student_946,The faculty was amazing
947,Student_947,The faculty was poor
948,Student_948,The exams was good
949,Student_949,The faculty was excellent
950,Student_950,The faculty was excellent
951,Student_951,The course was normal
952,Student_952,The course was difficult
953,Student_953,The faculty was average
954,Student_954,The labs was great
955,Student_955,The labs was terrible
956,Student_956,The labs was amazing
957,Student_957,The faculty was average
958,Student_958,The teaching was okay
959,Student_959,The labs was fine
960,Student_960,The assignments was okay
961,Student_961,The exams was difficult
962,Student_962,The assignments was terrible
963,Student_963,The assignments was normal
964,Student_964,The labs was terrible
965,Student_965,The course was excellent
